"peak","3h-Mon-Rep1","3h-Mon-Rep2","3h-Mon-Rep3","6h-Mon-Rep1","6h-Mon-Rep2","6h-Mon-Rep3","12h-Mon-Rep1","12h-Mon-Rep2","12h-Mon-Rep3"
"chr1_100895462_100896348",10,67,46,16,31,45,33,8,56
"chr1_101025556_101026313",13,70,42,19,21,36,24,11,58
"chr1_101257714_101258284",11,47,29,13,22,35,19,5,35
"chr1_101291539_101292160",8,27,35,13,15,40,36,8,57
"chr1_101309182_101310079",11,39,39,18,20,30,16,1,38
"chr1_101357259_101357850",11,35,31,7,15,27,13,3,34
"chr1_103524986_103526484",37,152,101,34,57,75,44,12,89
"chr1_103561515_103562376",10,52,47,18,22,43,35,11,61
"chr1_104365623_104366187",10,30,19,6,15,16,17,1,27
"chr1_107056371_107057760",41,211,144,52,69,122,74,17,129
"chr1_107926417_107927078",9,27,30,11,6,13,11,3,33
"chr1_107936374_107936923",4,12,9,6,10,17,6,0,20
"chr1_108199983_108201195",6,50,30,17,13,21,13,8,36
"chr1_108559571_108560226",12,40,33,11,19,29,34,4,42
"chr1_108646610_108647291",19,61,48,49,28,44,37,11,92
"chr1_108691919_108692758",21,45,39,22,17,42,21,2,51
"chr1_108746236_108747198",28,65,70,34,47,59,42,12,71
"chr1_108876655_108877240",8,52,26,15,19,26,18,4,34
"chr1_108962944_108963688",10,37,36,18,14,28,20,4,41
"chr1_109041361_109042415",26,76,45,27,20,44,33,7,72
"chr1_109090312_109091091",15,43,42,23,28,38,22,10,46
"chr1_109099780_109100479",11,49,30,13,20,31,21,7,54
"chr1_109213478_109214592",16,54,27,19,17,29,11,5,26
"chr1_109283007_109283741",6,34,22,22,15,21,18,2,33
"chr1_109426198_109426869",19,90,62,29,46,47,47,7,82
"chr1_109493798_109494397",12,32,15,16,12,11,9,3,15
"chr1_109615646_109616367",11,44,16,10,15,30,11,1,27
"chr1_109620740_109621338",6,12,13,10,13,17,16,1,16
"chr1_109816415_109817020",5,22,9,10,3,17,16,7,16
"chr1_109984424_109985007",14,44,22,20,10,27,16,5,38
"chr1_110034200_110035310",15,54,29,22,21,29,25,4,45
"chr1_110338218_110339581",59,217,196,91,129,148,121,17,172
"chr1_110963664_110964399",25,83,66,36,63,68,53,18,89
"chr1_111448975_111449786",8,39,33,5,24,19,20,8,50
"chr1_111507234_111508308",8,62,37,29,29,29,22,10,42
"chr1_111755252_111755806",12,37,37,24,33,28,26,4,50
"chr1_112466024_112466783",8,22,17,14,14,12,9,6,24
"chr1_112619411_112620618",21,51,41,23,27,24,26,9,39
"chr1_112955653_112956635",25,63,44,21,23,42,23,5,63
"chr1_113072524_113073621",14,74,46,36,26,36,20,8,72
"chr1_113389625_113390580",18,58,32,25,28,46,39,8,50
"chr1_113783399_113783914",7,22,14,9,11,17,9,3,14
"chr1_113812079_113812795",20,76,50,30,43,45,36,12,73
"chr1_113904652_113905432",35,137,101,56,70,76,75,20,97
"chr1_114346384_114346970",9,23,23,16,11,20,8,7,21
"chr1_114510937_114511576",5,35,19,15,13,16,12,2,28
"chr1_114581409_114582019",13,41,23,10,21,25,27,7,50
"chr1_114756891_114758356",25,84,62,33,54,72,35,12,62
"chr1_114780180_114781050",13,47,26,16,31,30,15,8,39
"chr1_115373140_115373727",4,14,7,3,10,5,9,5,17
"chr1_115727754_115728369",10,43,25,16,5,18,14,8,39
"chr1_115975788_115976556",6,15,15,10,17,18,15,3,33
"chr1_116372879_116373464",16,57,41,22,28,31,29,6,45
"chr1_116504266_116504877",17,51,47,24,27,47,35,7,60
"chr1_116514831_116515564",11,58,39,23,18,40,23,11,60
"chr1_116570155_116571309",18,42,39,13,30,34,20,4,31
"chr1_117003220_117003985",8,19,17,10,12,23,14,6,28
"chr1_117059854_117060487",25,58,57,33,46,62,51,20,76
"chr1_117121535_117122222",8,46,31,23,26,29,25,9,54
"chr1_117366221_117367688",23,53,34,28,29,34,18,10,55
"chr1_117595906_117596524",11,30,13,8,12,18,10,1,28
"chr1_117605511_117606721",17,97,65,48,71,87,47,8,80
"chr1_117928906_117930007",30,76,59,38,44,57,42,14,79
"chr1_118038753_118039710",16,58,71,18,27,47,38,12,68
"chr1_119139969_119140988",37,143,116,42,58,87,62,26,123
"chr1_119647875_119648635",11,32,23,18,23,23,13,1,24
"chr1_120176254_120176821",4,27,33,9,13,20,11,8,36
"chr1_121092252_121093193",17,66,57,32,25,44,29,9,67
"chr1_121184324_121184924",8,21,14,8,9,17,9,5,14
"chr1_143879778_143880631",13,71,52,35,25,55,32,14,81
"chr1_145607647_145608712",13,37,15,24,23,27,14,8,32
"chr1_145823706_145824373",9,22,12,10,10,15,8,8,15
"chr1_145918448_145919112",8,27,25,13,21,11,13,8,23
"chr1_145927221_145927739",8,25,27,11,19,17,8,4,18
"chr1_145957686_145958376",12,45,34,18,20,27,26,8,23
"chr1_147172172_147172892",8,57,36,13,23,14,25,7,38
"chr1_147242290_147243419",7,53,32,22,23,32,19,6,38
"chr1_147670283_147670832",7,24,12,11,15,15,11,1,22
"chr1_147928035_147928667",11,33,13,5,13,21,12,1,18
"chr1_149787718_149788450",22,69,54,20,16,34,27,5,69
"chr1_149832261_149833089",4,38,28,14,27,14,16,5,34
"chr1_149841030_149841698",5,21,9,10,15,13,4,0,13
"chr1_149842492_149843131",8,40,30,11,23,21,27,2,30
"chr1_149850639_149851522",4,43,39,16,31,25,22,6,46
"chr1_149886544_149887202",8,30,27,5,28,30,22,7,37
"chr1_150235871_150236493",10,49,30,23,15,29,24,5,36
"chr1_150363454_150364326",18,68,56,26,61,47,50,13,55
"chr1_150515207_150515986",15,35,17,13,20,21,20,3,20
"chr1_150552292_150552945",7,26,8,15,15,15,8,3,16
"chr1_150611356_150611898",5,18,9,18,13,9,3,5,18
"chr1_150628979_150629997",19,83,72,40,47,39,35,11,85
"chr1_150696920_150697578",6,38,23,20,21,25,17,7,35
"chr1_150876401_150877057",9,59,45,20,56,39,37,18,43
"chr1_150925970_150926517",9,19,21,9,24,19,13,8,33
"chr1_151059355_151059977",6,21,11,9,13,9,7,1,16
"chr1_151165738_151166287",4,18,18,12,15,18,9,7,27
"chr1_151281045_151282443",31,134,99,66,102,84,70,23,127
"chr1_151347001_151347644",10,48,25,14,18,16,17,5,33
"chr1_151790263_151790922",9,28,22,12,13,15,18,5,18
"chr1_151909262_151909827",7,19,27,8,16,19,13,2,22
"chr1_152047786_152048542",17,58,39,29,15,25,15,8,45
"chr1_153544817_153545453",4,30,26,9,17,16,4,5,21
"chr1_153633671_153634279",11,42,46,22,32,16,23,1,39
"chr1_153670894_153671425",7,48,32,13,24,26,21,1,36
"chr1_153727593_153728223",5,22,12,8,20,23,15,3,21
"chr1_153922737_153923404",15,62,40,26,43,30,20,13,48
"chr1_153958402_153959000",11,50,20,17,25,19,12,3,30
"chr1_154182072_154183278",18,56,40,26,33,39,22,7,45
"chr1_154220354_154221017",25,68,51,28,53,41,34,7,47
"chr1_154558556_154559264",12,48,50,31,34,26,31,13,53
"chr1_154974237_154974854",17,74,53,36,62,55,25,11,67
"chr1_154982962_154983526",8,30,10,11,11,22,19,4,27
"chr1_155084725_155085651",7,50,21,20,28,17,16,2,20
"chr1_155135599_155136159",5,28,24,16,21,22,19,2,28
"chr1_155173067_155173600",8,30,18,7,26,17,16,3,27
"chr1_155227341_155227981",5,21,18,11,15,16,14,6,16
"chr1_155308413_155309064",17,50,41,21,32,38,34,10,41
"chr1_155323807_155324704",6,46,33,24,23,27,21,8,50
"chr1_155562483_155563468",10,39,25,13,32,20,18,2,22
"chr1_155609779_155610399",14,38,21,17,29,21,25,4,30
"chr1_155745409_155746025",11,39,40,21,24,27,14,7,39
"chr1_155858839_155859733",12,25,14,13,17,9,10,7,18
"chr1_155934157_155934728",9,23,15,5,15,16,8,3,20
"chr1_156054480_156055126",10,44,31,17,20,23,22,5,23
"chr1_156126877_156127666",3,20,18,13,15,12,6,1,6
"chr1_156193622_156194264",13,49,40,17,33,24,20,5,33
"chr1_156282653_156283162",9,28,17,11,7,13,4,0,17
"chr1_156338060_156338807",20,84,83,34,79,49,54,17,66
"chr1_156504585_156505682",13,27,18,15,27,15,13,2,23
"chr1_156728564_156729092",2,15,20,12,16,16,6,4,22
"chr1_156740891_156741638",24,61,75,30,61,36,40,13,52
"chr1_156766982_156767774",24,66,51,31,31,37,30,8,51
"chr1_157138175_157138793",7,29,12,9,16,11,7,6,20
"chr1_158285702_158286265",6,25,22,8,12,11,9,7,24
"chr1_159780427_159781123",12,49,37,24,26,46,24,8,53
"chr1_159910263_159910924",14,52,31,22,30,32,20,7,37
"chr1_160031550_160032221",4,19,16,9,16,14,12,0,14
"chr1_160262228_160262805",10,34,26,11,17,26,18,3,19
"chr1_160540039_160540688",4,23,16,12,14,14,17,2,32
"chr1_161013454_161014167",6,31,16,16,14,16,18,4,29
"chr1_161045690_161046297",12,34,21,12,20,13,19,1,20
"chr1_161069559_161070216",7,26,16,16,11,13,10,3,22
"chr1_161132517_161133106",9,34,18,16,16,18,10,4,23
"chr1_161158904_161159771",7,25,17,9,22,12,8,2,23
"chr1_161165871_161166671",13,67,37,21,22,31,23,3,46
"chr1_161225462_161226141",15,48,48,39,32,53,18,11,41
"chr1_161305910_161306483",7,25,14,11,17,12,6,3,15
"chr1_161389703_161390469",7,30,23,15,25,21,8,4,30
"chr1_161399061_161400077",9,38,25,11,23,19,11,7,34
"chr1_161738541_161739195",4,21,6,11,10,12,4,3,15
"chr1_161749399_161750472",11,49,29,21,31,26,15,8,27
"chr1_162422966_162423490",8,12,10,7,5,10,7,6,15
"chr1_162560929_162561970",21,62,58,23,41,52,33,9,61
"chr1_162790280_162790955",18,52,45,17,24,49,29,4,56
"chr1_162893441_162893632",0,10,5,2,7,6,7,4,12
"chr1_163321531_163322175",25,90,89,40,57,111,59,17,107
"chr1_163922861_163923447",7,54,49,19,31,32,28,9,42
"chr1_164558588_164559160",5,25,21,7,11,18,14,8,23
"chr1_164660296_164660893",18,68,46,19,35,27,26,11,49
"chr1_164716859_164717435",3,23,20,6,9,12,8,8,12
"chr1_165392852_165393451",12,49,41,19,16,41,29,10,68
"chr1_165537129_165537803",10,33,33,8,17,32,21,6,44
"chr1_165597972_165598544",12,39,33,6,18,33,17,5,26
"chr1_165630550_165631412",25,89,64,35,40,71,39,15,82
"chr1_165697732_165698936",21,56,31,25,25,31,24,10,51
"chr1_165768604_165769207",21,63,34,20,22,41,22,11,41
"chr1_165827298_165828554",20,72,52,27,19,32,16,5,62
"chr1_165854015_165854614",12,46,26,12,9,39,15,7,51
"chr1_165856875_165857717",13,39,27,15,13,34,15,7,53
"chr1_165871187_165871833",14,59,40,23,31,43,29,9,64
"chr1_165884473_165885022",7,21,11,4,5,15,14,9,26
"chr1_166839070_166839700",12,47,32,24,20,46,11,3,53
"chr1_166875566_166876772",42,136,99,46,47,98,57,10,117
"chr1_166902163_166902732",14,33,34,19,11,48,31,10,63
"chr1_167220130_167221090",24,102,71,27,47,62,35,9,88
"chr1_167553266_167554143",13,38,31,12,13,26,15,2,22
"chr1_167601257_167601847",12,30,23,12,13,27,13,3,42
"chr1_167617401_167618033",7,18,11,10,12,16,7,4,30
"chr1_167714168_167714942",6,52,17,15,15,24,14,6,38
"chr1_167721644_167722212",4,44,28,16,16,34,15,1,31
"chr1_167803184_167803683",4,30,15,12,2,11,7,4,22
"chr1_167935749_167936879",24,115,80,47,62,63,49,16,105
"chr1_168178561_168179248",14,54,31,26,38,40,38,8,55
"chr1_168225546_168226260",6,37,23,14,12,19,6,4,26
"chr1_168503883_168504547",23,65,66,27,28,59,47,7,79
"chr1_169044190_169044774",11,31,29,12,17,23,16,3,36
"chr1_169105961_169106754",15,44,25,16,21,28,17,8,32
"chr1_169367563_169368443",22,86,61,31,44,54,54,9,72
"chr1_169485673_169486311",32,116,89,37,65,79,60,18,130
"chr1_169604658_169605351",25,119,95,38,45,99,66,25,129
"chr1_169794427_169795208",21,55,49,20,25,56,27,5,76
"chr1_169893536_169894579",36,176,137,63,72,124,84,21,159
"chr1_170074400_170075082",71,235,205,66,119,203,109,45,223
"chr1_170531732_170532521",35,96,85,32,44,76,47,10,80
"chr1_170929694_170930197",4,13,19,4,17,12,7,6,17
"chr1_171286203_171286765",9,34,20,10,12,18,13,8,21
"chr1_171313752_171314379",25,102,98,29,39,84,60,22,111
"chr1_171485163_171485760",17,82,68,23,38,53,48,18,80
"chr1_171741875_171742628",20,69,43,25,26,49,34,5,43
"chr1_171781036_171781833",73,258,215,79,96,196,126,51,256
"chr1_171840948_171841830",15,34,21,14,16,32,12,4,32
"chr1_172449810_172450375",6,32,22,9,12,21,18,4,29
"chr1_172473230_172473786",12,28,25,3,13,18,20,8,38
"chr1_172532253_172533298",52,209,188,79,80,154,86,34,192
"chr1_172662587_172663244",16,47,41,15,25,33,21,8,53
"chr1_172933781_172934351",2,21,15,8,7,9,11,7,29
"chr1_173476499_173477637",15,70,62,34,37,55,26,10,73
"chr1_173714634_173715293",9,43,41,18,12,34,15,7,48
"chr1_173824210_173825151",9,54,45,35,20,55,19,7,70
"chr1_173867787_173868743",30,82,78,40,50,69,40,21,96
"chr1_174008868_174009520",2,14,9,8,6,10,8,6,13
"chr1_174021616_174022646",14,49,27,16,26,33,20,7,52
"chr1_174159017_174159861",19,46,52,30,21,39,30,12,56
"chr1_174942708_174943294",10,21,14,10,10,8,7,1,22
"chr1_174999108_175000223",33,138,126,54,117,130,80,21,137
"chr1_175023207_175023832",7,42,30,19,22,24,16,2,52
"chr1_176206989_176207916",27,92,70,38,54,79,34,16,85
"chr1_178093355_178094321",11,40,28,16,23,17,13,4,38
"chr1_178192567_178193109",4,19,16,8,11,12,15,6,28
"chr1_178934496_178935009",10,43,19,9,10,30,14,5,41
"chr1_179025493_179026085",9,29,34,8,21,27,22,9,36
"chr1_179081701_179082261",6,23,16,7,13,18,12,4,24
"chr1_179175658_179175849",4,6,8,3,6,4,6,6,7
"chr1_179293340_179294050",9,45,28,22,17,14,18,5,28
"chr1_179365547_179366246",13,34,15,7,8,13,8,3,29
"chr1_179882232_179883076",27,106,71,25,53,57,40,19,84
"chr1_179954314_179955317",24,90,49,27,50,60,31,12,75
"chr1_180154210_180155129",8,38,27,14,27,24,10,3,20
"chr1_180502145_180503177",22,70,40,21,25,43,25,8,50
"chr1_180631581_180632507",15,56,47,19,36,54,15,6,57
"chr1_180975584_180976083",6,14,17,8,9,11,16,2,25
"chr1_181022444_181023301",15,39,33,23,27,30,21,3,33
"chr1_181088353_181088952",11,46,38,19,29,42,14,7,31
"chr1_181152966_181153548",2,25,17,9,14,14,12,1,28
"chr1_182029321_182030284",16,56,39,33,37,35,28,5,48
"chr1_182259114_182259765",20,102,78,34,31,80,46,18,89
"chr1_182391174_182392162",16,44,42,21,30,46,30,12,45
"chr1_182484418_182485085",13,57,30,26,19,34,22,4,56
"chr1_182838988_182840039",15,60,41,19,31,39,30,14,48
"chr1_183279822_183280421",12,35,19,13,9,27,13,5,36
"chr1_183363853_183364451",1,9,13,8,3,8,7,6,21
"chr1_183471348_183472692",23,72,62,35,50,41,43,18,86
"chr1_183580128_183580855",16,32,33,11,21,39,20,4,40
"chr1_183590263_183590895",9,42,29,17,24,26,18,9,44
"chr1_183604042_183605260",20,51,28,22,29,37,30,7,60
"chr1_183635553_183636088",9,58,41,22,40,40,33,10,66
"chr1_183942780_183943408",8,36,22,24,10,27,16,6,47
"chr1_183956519_183957125",12,33,36,21,25,25,22,4,54
"chr1_184051399_184052163",5,35,26,16,14,14,13,3,36
"chr1_184754636_184755319",54,190,174,81,79,171,82,33,195
"chr1_184792521_184793096",7,29,20,15,17,29,18,3,64
"chr1_184805473_184806048",2,21,8,4,7,4,9,4,22
"chr1_184838539_184839126",2,16,3,10,7,10,12,7,13
"chr1_184866876_184867565",5,32,31,11,21,36,22,8,46
"chr1_185045012_185046296",19,42,24,13,26,30,20,2,37
"chr1_185156676_185157420",39,161,156,83,88,158,94,29,180
"chr1_185316959_185317775",28,81,81,34,42,77,54,19,105
"chr1_185338630_185339230",16,45,31,13,21,38,13,7,38
"chr1_185420475_185421135",10,51,35,23,12,30,28,6,35
"chr1_185573520_185574245",4,9,2,5,8,10,11,6,20
"chr1_185632612_185633436",17,60,54,16,27,54,39,9,59
"chr1_185813318_185813853",2,11,11,1,4,12,9,8,12
"chr1_186082152_186082755",20,94,54,23,47,56,52,21,84
"chr1_186146901_186147438",22,78,84,32,53,79,52,24,109
"chr1_186375055_186375748",91,272,275,103,150,237,165,44,298
"chr1_186618281_186618914",16,48,41,20,21,49,23,11,64
"chr1_186620780_186621344",6,31,41,9,35,28,24,7,37
"chr1_186680060_186680924",15,88,39,24,31,45,29,12,62
"chr1_186775912_186776661",8,28,32,11,16,35,14,2,37
"chr1_186960753_186961346",7,15,21,5,9,26,29,7,49
"chr1_186983150_186983819",16,54,47,25,23,58,31,7,56
"chr1_187117972_187118834",11,39,34,18,25,25,22,8,28
"chr1_187544556_187545224",11,38,36,9,32,35,29,9,58
"chr1_187621903_187622477",25,74,86,15,32,58,41,18,89
"chr1_187715314_187715978",34,192,173,41,46,119,89,30,157
"chr1_187854398_187854927",2,32,14,4,12,17,24,8,26
"chr1_188240693_188241513",7,39,39,16,24,32,24,5,32
"chr1_188249675_188250202",6,31,31,4,14,11,19,5,24
"chr1_188782139_188782704",11,23,40,13,30,32,36,8,57
"chr1_190373616_190374168",7,24,33,10,16,30,17,7,32
"chr1_190759699_190760307",10,34,36,9,17,26,9,4,27
"chr1_192158053_192158646",19,49,36,14,22,30,34,5,65
"chr1_192516698_192517300",29,86,76,27,41,71,46,15,119
"chr1_192545977_192546677",12,38,28,8,23,28,22,7,37
"chr1_192550831_192551559",11,44,38,18,22,34,32,7,34
"chr1_192575416_192576001",6,41,42,10,23,47,23,10,55
"chr1_192609049_192609596",7,42,42,16,15,31,17,5,47
"chr1_192707880_192708431",10,17,14,16,8,22,14,7,30
"chr1_192788094_192788633",3,12,10,5,8,22,12,8,20
"chr1_192805723_192806307",8,43,39,11,14,32,38,8,57
"chr1_192808464_192809279",9,65,42,17,26,51,41,15,57
"chr1_192866088_192866667",8,23,15,5,10,17,7,4,18
"chr1_192877411_192878017",12,59,38,19,9,52,31,7,81
"chr1_193059123_193059788",39,161,121,52,57,148,71,28,196
"chr1_193104343_193105792",29,86,74,18,45,96,31,13,102
"chr1_193121612_193122320",66,192,226,72,100,176,111,20,204
"chr1_193355118_193356138",9,24,26,14,15,17,19,6,35
"chr1_193462572_193463094",5,19,18,11,15,27,9,2,25
"chr1_193479133_193479656",3,34,24,3,3,20,6,7,22
"chr1_193558326_193559187",13,57,51,23,30,50,34,13,76
"chr1_193685875_193686492",7,29,17,10,15,15,13,6,33
"chr1_194069460_194070069",11,54,42,12,25,49,31,9,72
"chr1_194225689_194226296",10,41,49,19,15,27,22,9,50
"chr1_195709731_195710310",10,44,38,12,24,35,41,11,61
"chr1_195773860_195774421",5,15,33,13,12,16,17,3,29
"chr1_195907984_195908594",8,46,37,11,25,42,21,13,57
"chr1_196400635_196401274",12,44,72,16,26,42,31,15,61
"chr1_196684359_196684931",6,42,44,17,22,43,31,13,44
"chr1_196723269_196723805",8,28,22,10,15,28,9,5,30
"chr1_196827819_196828325",1,20,18,8,14,19,16,7,19
"chr1_197017356_197018187",14,44,47,9,15,19,11,6,40
"chr1_197146160_197147082",37,152,122,56,58,113,64,19,166
"chr1_197201127_197201787",42,138,151,57,61,113,89,26,159
"chr1_197399601_197400174",5,36,31,8,16,25,16,3,40
"chr1_197469730_197470401",12,26,11,9,10,24,20,7,25
"chr1_197902356_197903152",24,77,59,16,28,50,23,6,50
"chr1_198158791_198159414",17,44,27,12,13,30,28,6,42
"chr1_198238025_198238550",6,21,19,12,9,31,11,4,20
"chr1_198681668_198682361",10,39,29,16,13,33,12,5,42
"chr1_198776556_198777161",14,38,38,21,29,42,29,7,69
"chr1_198881118_198881727",5,12,13,10,4,19,6,13,27
"chr1_198937193_198937826",10,35,36,16,19,31,22,16,59
"chr1_198970857_198971382",5,12,18,11,6,11,10,6,20
"chr1_199007357_199007869",4,17,6,14,14,23,16,2,31
"chr1_199041353_199042031",12,35,41,13,20,31,31,8,55
"chr1_199123487_199124137",10,25,26,16,11,19,16,11,53
"chr1_199243353_199243871",7,10,15,11,5,18,6,6,25
"chr1_199278965_199279464",3,12,8,6,8,6,8,5,19
"chr1_200154095_200154636",8,29,10,11,7,18,19,3,31
"chr1_200184103_200184712",10,29,21,11,11,33,16,6,40
"chr1_200409412_200410344",11,27,24,25,26,22,12,11,25
"chr1_200620527_200621111",12,23,15,16,19,18,16,5,30
"chr1_200669189_200670352",13,82,60,42,48,63,47,16,84
"chr1_200888170_200888888",11,44,21,15,23,25,16,7,53
"chr1_201019211_201019806",9,46,22,18,13,20,20,8,48
"chr1_201828793_201829456",9,26,16,14,23,14,14,5,20
"chr1_201955153_201955690",8,42,31,15,12,20,13,5,39
"chr1_201982961_201983494",8,23,12,9,11,15,3,2,24
"chr1_202341729_202342323",11,43,24,20,26,30,20,6,38
"chr1_202348265_202348885",16,45,48,27,18,34,31,8,58
"chr1_202888562_202889417",8,57,55,26,40,36,31,9,56
"chr1_202926764_202927569",10,40,19,19,19,14,21,2,29
"chr1_202952691_202953347",4,26,16,14,8,21,15,11,30
"chr1_202968740_202969347",8,21,18,14,13,20,9,12,24
"chr1_203175709_203176299",5,22,7,14,10,12,4,7,12
"chr1_203186456_203187209",13,36,22,16,18,18,22,5,38
"chr1_203327172_203327698",3,20,7,8,5,9,11,5,13
"chr1_203626395_203627045",10,51,26,13,21,20,23,8,41
"chr1_203673950_203674591",6,44,28,18,16,32,16,2,29
"chr1_203861219_203861841",8,39,29,15,18,29,20,5,38
"chr1_204286394_204287128",12,28,16,11,6,14,14,3,21
"chr1_204411567_204412260",9,69,51,22,38,45,40,15,55
"chr1_204515785_204516709",17,47,35,23,18,20,26,10,49
"chr1_205121751_205122579",13,35,27,15,19,30,21,4,31
"chr1_205211183_205212031",10,43,28,17,23,22,17,5,37
"chr1_205284650_205285208",11,37,12,12,7,20,16,5,18
"chr1_205288103_205288719",3,21,15,11,15,11,5,6,9
"chr1_205631704_205632314",5,21,21,14,18,15,10,9,25
"chr1_205749077_205749840",9,43,28,29,24,26,13,10,35
"chr1_205750020_205750641",12,23,33,14,19,25,13,3,48
"chr1_206012006_206012593",9,48,32,16,20,30,15,7,40
"chr1_207320934_207321862",22,102,63,36,38,61,42,8,75
"chr1_207751646_207752601",13,51,31,17,22,48,29,12,71
"chr1_207825590_207826284",11,43,27,27,15,29,21,7,38
"chr1_209039208_209039871",10,27,21,16,13,15,20,3,36
"chr1_209659840_209660424",10,27,17,6,11,13,23,10,44
"chr1_209747536_209748163",10,42,43,16,13,39,19,13,39
"chr1_209755776_209756717",17,69,51,30,15,62,28,6,62
"chr1_209784325_209784935",14,59,54,21,35,42,32,12,60
"chr1_209827592_209828268",20,81,70,19,27,47,39,13,81
"chr1_210328611_210329664",16,57,42,14,20,24,17,7,45
"chr1_210681088_210681639",7,25,20,4,10,7,6,6,29
"chr1_211258593_211259655",23,94,46,28,38,54,32,7,82
"chr1_211382502_211383232",10,36,29,11,16,15,24,7,30
"chr1_211578892_211579578",11,79,51,33,39,49,37,6,81
"chr1_211675396_211676051",12,37,29,29,19,44,23,4,49
"chr1_212034865_212036004",18,108,103,53,74,66,59,13,104
"chr1_212255624_212256854",19,50,30,28,24,39,23,6,56
"chr1_212284832_212285587",25,133,108,59,77,92,61,22,136
"chr1_212414631_212415299",21,61,64,33,47,46,30,10,81
"chr1_212608203_212609071",14,77,58,32,34,50,32,16,78
"chr1_212630033_212630574",8,20,10,14,16,22,9,0,38
"chr1_212636483_212637107",18,75,53,31,22,44,37,12,75
"chr1_212665141_212665879",8,22,16,5,10,15,11,8,22
"chr1_212671126_212671716",11,41,39,15,12,29,20,4,49
"chr1_212791497_212792083",8,50,39,14,27,39,33,6,46
"chr1_212857609_212858466",17,62,54,23,34,67,34,7,70
"chr1_213014990_213016144",24,66,51,27,38,65,30,10,67
"chr1_213050954_213051961",25,73,31,16,21,47,25,6,66
"chr1_213154189_213154730",14,33,17,17,13,20,16,6,25
"chr1_213326889_213327682",7,31,19,12,16,25,12,3,34
"chr1_214280415_214281963",29,90,44,20,29,37,30,9,54
"chr1_214292264_214292837",5,23,15,4,6,9,13,6,22
"chr1_214362225_214362989",15,44,34,12,19,34,32,6,59
"chr1_214427706_214428350",24,87,82,34,30,65,39,15,86
"chr1_214602685_214603392",50,173,169,56,102,150,108,33,197
"chr1_214896064_214896728",10,39,38,6,19,25,16,7,24
"chr1_214957207_214958026",28,107,70,33,50,68,42,14,94
"chr1_215479469_215480044",1,24,28,9,17,14,14,8,28
"chr1_215543092_215543689",21,64,53,27,25,50,42,7,74
"chr1_215566999_215568253",29,129,88,35,44,74,36,22,109
"chr1_215704394_215704940",8,49,49,17,37,44,43,16,70
"chr1_216119537_216120064",3,19,19,3,11,19,15,8,22
"chr1_216221087_216221708",12,42,38,20,30,33,37,10,34
"chr1_217482260_217482813",10,21,14,10,14,13,14,4,25
"chr1_217630635_217631598",33,127,97,27,47,77,54,17,86
"chr1_217907426_217907925",8,16,12,6,10,6,6,2,10
"chr1_218254214_218254832",6,26,15,5,9,16,12,7,25
"chr1_218284739_218285576",18,62,51,33,25,52,36,11,79
"chr1_218874120_218874776",11,25,19,22,20,34,20,8,59
"chr1_219088791_219089470",22,77,64,27,30,65,46,10,98
"chr1_219144575_219145359",10,27,30,7,14,30,12,8,30
"chr1_219173497_219174422",16,59,36,19,26,27,10,9,60
"chr1_219460735_219461292",10,42,28,9,5,34,22,8,43
"chr1_219587649_219588492",15,37,27,17,21,41,22,8,54
"chr1_220046073_220046884",20,89,68,31,44,62,42,19,92
"chr1_220089503_220090124",6,34,15,12,16,29,8,1,28
"chr1_220272100_220272772",13,43,39,14,17,28,25,4,41
"chr1_220747880_220748706",13,27,17,16,11,21,14,4,21
"chr1_221707891_221708608",21,65,49,25,12,31,29,10,52
"chr1_221741814_221742549",25,106,82,31,52,71,46,11,89
"chr1_222465209_222465776",7,33,23,12,16,17,13,1,17
"chr1_222617563_222618396",13,23,20,15,20,25,16,6,33
"chr1_222643888_222644767",9,66,47,20,25,29,25,7,55
"chr1_222712317_222713596",18,66,55,17,44,39,39,11,43
