Chromosome/scaffold name	Gene name	Gene % GC content	Entrezgene	Gene start (bp)	Gene end (bp)	 type
19	MIR4324	51.39	100422979	49308797	49308868	miRNA
14	MIR4308	40.74	100422984	54878113	54878193	miRNA
X	MIR1184-2	56.57	100422985	155383100	155383198	miRNA
3	MIR3134	33.78	100422990	15697298	15697371	miRNA
11	MIR1260B	56.18	100422991	96341438	96341526	miRNA
15	MIR3175	71.43	100422995	92904399	92904475	miRNA
1	MIR4257	56.98	100422997	150551929	150552014	miRNA
11	MIR3161	48.05	100423000	48096782	48096858	miRNA
17	MIR4315-1	56.16	100423004	45475363	45475435	miRNA
22	MIR3198-1	56.25	100423025	17764180	17764259	miRNA
22	IGLL5	48.79	100423062	22887780	22896111	protein_coding
22	TOM1	53.52	10043	35299275	35347992	protein_coding
12	KLRF2	34.46	100431172	9881489	9895833	protein_coding
9	SH2D3C	53.99	10044	127738317	127778710	protein_coding
19	SH2D3A	51.73	10045	6752160	6767463	protein_coding
X	MAMLD1	44.08	10046	150361422	150514178	protein_coding
6	RANBP9	37.08	10048	13621498	13711835	protein_coding
7	DNAJB6	48.15	10049	157335381	157417439	protein_coding
12	LINC00987	36.48	100499405	9240003	9261050	lncRNA
17	LINC00511	47.20	100499467	72290091	72640472	lncRNA
9	CCDC180	46.89	100499483	97307304	97378751	protein_coding
9	SUGT1P4-STRA6LP	40.69	100499484	97238449	97297314	lncRNA
12	MIR3685	45.16	100500802	95309923	95309984	miRNA
7	MIR3654	48.21	100500804	133034860	133034915	miRNA
X	MIR374C	41.43	100500807	74218549	74218618	miRNA
1	MIR3917	70.97	100500808	25906362	25906454	miRNA
1	MIR3620	70.89	100500810	228097263	228097341	miRNA
4	MIR3945	44.90	100500818	184851013	184851110	miRNA
5	MIR3655	50.60	100500820	140647844	140647926	miRNA
22	MIR3909	59.66	100500826	35335640	35335758	miRNA
17	MIR3614	50.00	100500827	56891270	56891355	miRNA
1	MIR3658	25.00	100500832	165907921	165907976	miRNA
12	MIR3652	70.23	100500842	103930425	103930555	miRNA
17	MIR3615	73.56	100500847	74748613	74748699	miRNA
1	MIR3916	47.87	100500849	247201967	247202060	miRNA
2	MIR3682	29.76	100500850	53849122	53849205	miRNA
6	MIR3918	62.37	100500851	158764661	158764753	miRNA
1	MIR3605	55.00	100500853	33332393	33332492	miRNA
1	MIR3671	27.27	100500854	65057755	65057842	miRNA
6	MIR3939	54.72	100500857	166997807	166997912	miRNA
22	MIR3618	39.77	100500860	20085746	20085833	miRNA
6	MIR3934	54.21	100500873	33698128	33698234	miRNA
2	MIR3679	52.94	100500878	134127125	134127192	miRNA
6	MIR3662	37.89	100500880	134979338	134979432	miRNA
19	MIR3940	56.86	100500888	6416410	6416511	miRNA
Y	MIR3690	53.33	100500894	1293918	1293992	miRNA
X	MIR3690	53.33	100500894	1293918	1293992	miRNA
5	MIR3661	58.33	100500905	134225757	134225852	miRNA
HG1012_PATCH	MIR3651	53.33	100500918	127187	127276	miRNA
9	MIR3651	53.33	100500918	92292458	92292547	miRNA
11	CCDC179	34.01	100500938	22846922	22860474	protein_coding
3	IQCJ-SCHIP1	39.00	100505385	158962235	159897629	protein_coding
19	PCAT19	44.21	100505495	41449520	41501255	lncRNA
8	TOX-DT	45.48	100505501	59119040	59123478	lncRNA
13	RBM26-AS1	37.59	100505538	79406293	79427317	lncRNA
18	ATP8B1-AS1	44.42	100505549	57630280	57669296	lncRNA
19	ZNF846	45.78	100505555	9751993	9793180	protein_coding
10	GOLGA7B-DT	48.05	100505561	97828478	97849798	lncRNA
15	INAFM2	55.89	100505573	40323692	40326715	protein_coding
17	LASP1NB	39.78	100505576	38925614	38929381	protein_coding
17	LRRC3C	50.01	100505591	39927732	39944999	protein_coding
15	SNHG21	40.87	100505616	82750564	82757206	lncRNA
2	GTF3C2-AS1	47.47	100505624	27335520	27342599	lncRNA
5	LINC02102	40.59	100505625	6686325	6707711	lncRNA
3	FGD5-AS1	45.41	100505641	14920347	14948424	lncRNA
15	RAD51-AS1	45.04	100505648	40686183	40695107	lncRNA
5	DIAPH1-AS1	38.13	100505658	141558311	141565263	lncRNA
20		47.75	100505664	23179272	23190419	lncRNA
8	RRS1-DT	41.12	100505676	66419589	66428977	lncRNA
5	STARD4-AS1	39.54	100505678	111510396	111739726	lncRNA
20	LINC01431	52.08	100505683	23356586	23358175	lncRNA
4	LINC03074	41.83	100505685	151955991	151969381	lncRNA
3	SNHG33	39.90	100505687	183447582	183456017	lncRNA
3	SH3BP5-AS1	45.54	100505696	15254184	15264515	lncRNA
19		39.22	100505715	43891804	43901805	lncRNA
5	MIR4458HG	39.27	100505738	8450701	8486930	lncRNA
1	SPATA1	36.14	100505741	84506300	84567379	protein_coding
21	ITGB2-AS1	49.14	100505746	44921051	44929680	lncRNA
HSCHR17_1_CTG4	KRTAP16-1	58.17	100505753	131008	132561	protein_coding
HSCHR17_13_CTG4	KRTAP16-1	58.26	100505753	247588	249197	protein_coding
17	KRTAP16-1	58.26	100505753	41307700	41309309	protein_coding
10	C10orf95-AS1	51.60	100505761	102449816	102461106	lncRNA
7	SPDYE18	48.97	100505767	77050391	77062558	protein_coding
1	LINC01364	40.66	100505768	87353521	87371683	lncRNA
20	MHENCR	62.82	100505771	63627179	63628824	lncRNA
20	OSER1-DT	46.04	100505783	44210907	44226027	lncRNA
19	CARD8-AS1	38.30	100505812	48255675	48258199	lncRNA
20	STK4-DT	48.89	100505826	44963794	44966959	lncRNA
10	SH3PXD2A-AS1	48.29	100505839	103745966	103755423	lncRNA
5		38.34	100505841	122129622	122182658	protein_coding
7	APTR	43.30	100505854	77657659	77696290	lncRNA
10	CFAP58-DT	41.66	100505869	104351300	104353625	lncRNA
2	CEBPZOS	38.06	100505876	37196488	37216193	protein_coding
7	MAGI2-AS3	38.50	100505881	79452877	79471208	lncRNA
5	TMEM161B-DT	37.29	100505894	88268864	88439337	lncRNA
HSCHR16_1_CTG1		46.96	100505915	560537	575265	lncRNA
16		61.54	100505915	15103135	15103355	transcribed_processed_pseudogene
16		47.01	100505915	15094411	15109197	lncRNA
10	ADD3-AS1	41.95	100505933	109940104	110008381	lncRNA
1	ENO1-AS1	59.53	100505975	8878835	8879894	lncRNA
9	TMEM210	64.22	100505993	137170858	137172056	protein_coding
19	PPP5D1P	47.39	100506012	46480788	46601200	lncRNA
11	ARAP1-AS2	57.27	100506020	72700474	72705607	lncRNA
7	CRPPA-AS1	35.97	100506025	16210484	16270604	lncRNA
19	PTOV1-AS1	49.65	100506033	49838639	49851676	lncRNA
4	LINC00989	36.38	100506035	79491802	79623479	lncRNA
2	CNNM3-DT	45.74	100506036	96812239	96813657	lncRNA
2	RNASEH1-DT	47.74	100506054	3558419	3564842	lncRNA
16	SMG1P7	43.42	100506060	70219574	70226033	lncRNA
19	DACT3-AS1	50.78	100506068	46660364	46678991	lncRNA
14		39.27	100506071	30876179	30889808	lncRNA
16	DDX19A-DT	46.86	100506083	70315442	70346806	lncRNA
HSCHR17_1_CTG5	ARL17B	43.35	100506084	389590	511415	protein_coding
HSCHR17_2_CTG5	ARL17B	43.36	100506084	977173	1099388	protein_coding
17	ARL17A	43.64	100506084	46499780	46579695	protein_coding
17	ARL17B	43.64	100506084	46274784	46361766	protein_coding
7	GIRGL	40.84	100506098	20217536	20221702	lncRNA
9	ZDHHC12-DT	53.90	100506100	128724435	128733199	lncRNA
11	UVRAG-DT	45.00	100506113	75803431	75815406	lncRNA
20	PELATON	53.06	100506115	50247643	50283250	lncRNA
9	LINC01503	55.35	100506119	129332300	129359549	lncRNA
11	GVQW3	43.62	100506127	76381303	76414619	protein_coding
2	RHOQ-AS1	39.61	100506142	46568256	46580238	lncRNA
1	TMEM35B	51.11	100506144	34981380	34985347	protein_coding
12	LINC02470	36.47	100506159	9936504	9943495	lncRNA
X	HSFX1	56.93	100506164	149774068	149776867	protein_coding
7	STEAP1B-AS1	44.71	100506178	22563337	22573996	lncRNA
22	LARGE-AS1	45.13	100506195	33725007	33750843	lncRNA
6	HULC	37.21	100506207	8435568	9294133	lncRNA
HSCHR11_1_CTG8	MIR210HG	61.40	100506211	95315	98112	lncRNA
11	MIR210HG	61.51	100506211	565657	568457	lncRNA
21	PAXBP1-AS1	38.77	100506215	32728094	32747065	lncRNA
4	LINC01093	45.18	100506229	184892858	184899553	lncRNA
2		52.58	100506235	47905678	47908176	lncRNA
11	SYT9-AS1	44.13	100506258	7418826	7513665	lncRNA
2		40.68	100506274	7383227	7450544	lncRNA
2	TBC1D8-AS1	47.62	100506286	101151660	101155412	lncRNA
7	RBM33-DT	42.24	100506302	155611231	155645205	lncRNA
12	GPRC5D-AS1	42.94	100506314	12927712	12984645	lncRNA
3	LINC01988	47.55	100506319	44424134	44429529	lncRNA
21	LINC00649	43.18	100506334	33915534	33977703	lncRNA
X	ARSD-AS1	47.71	100506356	2904904	2906081	lncRNA
19	EDDM13	45.69	100506374	56272748	56310454	protein_coding
1	TTLL10-AS1	61.03	100506376	1173056	1179555	lncRNA
7	RNF32-DT	44.18	100506380	156388922	156640654	lncRNA
21	LINC01426	43.06	100506385	34745756	34784886	lncRNA
1	SLC16A1-AS1	43.76	100506392	112956415	113047055	lncRNA
13	GAS6-DT	45.87	100506394	113864112	113866834	lncRNA
2		54.51	100506405	11681434	11683328	lncRNA
14	MAP3K9-DT	46.17	100506411	70808811	70816935	lncRNA
7	DOCK4-AS1	38.43	100506413	111808516	111821773	lncRNA
21	CBR3-AS1	47.90	100506428	36131767	36175815	lncRNA
1	ITPKB-IT1	48.59	100506443	226656080	226675092	lncRNA
2	MIR3681HG	40.98	100506457	11833926	12702913	lncRNA
4	SRD5A3-AS1	43.19	100506462	55363971	55395847	lncRNA
19	TMEM147-AS1	56.80	100506469	35540738	35546029	lncRNA
7	CPVL-AS2	40.04	100506497	28979967	29013367	lncRNA
1	PRKCZ-AS1	57.78	100506504	2181794	2184389	lncRNA
7	LINC01176	38.81	100506516	30390885	30412375	lncRNA
11	MISFA	43.98	100506540	18588781	18610255	protein_coding
12		41.62	100506551	116977442	116987337	lncRNA
1	LINC02809	55.98	100506571	228073909	228076550	lncRNA
16	C16orf95	47.91	100506581	87083562	87317420	protein_coding
9	PPP1R26-AS1	53.34	100506599	135462727	135480777	lncRNA
14	VASH1-AS1	50.96	100506603	76781733	76786724	lncRNA
12		37.34	100506606	29277955	29317848	lncRNA
13	LINC00540	41.05	100506622	22040972	22276526	lncRNA
3	PRKAR2A-AS1	53.61	100506637	48847572	48851981	lncRNA
16	LCMT1-AS2	47.84	100506655	25140577	25149032	lncRNA
HSCHR5_2_CTG1_1	OCLN	43.02	100506658	275189	339606	protein_coding
5	OCLN	42.90	100506658	69492292	69558104	protein_coding
12	DDX11-AS1	44.95	100506660	31019434	31073847	lncRNA
12	NRAV	46.81	100506668	120488079	120495954	lncRNA
22	TTLL1-AS1	51.92	100506679	43038585	43052366	lncRNA
13	SACS-AS1	46.44	100506680	23418971	23428869	lncRNA
15	IQCH-AS1	39.63	100506686	67290636	67521844	lncRNA
HSCHR5_4_CTG1	LINC02982	50.37	100506688	5687	15815	lncRNA
5	LINC02982	50.39	100506688	987180	997342	lncRNA
1	PCAT6	60.78	100506696	202810850	202812473	lncRNA
9	EBLN3P	38.97	100506710	37079645	37090928	lncRNA
17	ALOX12-AS1	43.31	100506713	6875232	7012530	lncRNA
22	NUP50-DT	41.45	100506714	45133020	45163811	lncRNA
10	FAM170B-AS1	44.34	100506733	49121839	49151547	lncRNA
17	SLFN12L	42.30	100506736	35464249	35537678	protein_coding
HSCHR11_2_CTG3_1	CASP12	36.39	100506742	182419	197803	protein_coding
11	CASP12	37.20	100506742	104885718	104898670	protein_coding
17	MIR497HG	55.83	100506755	7015818	7019659	lncRNA
X	LINC00629	43.33	100506757	134549770	134560399	lncRNA
7	TRG-AS1	42.01	100506776	38330978	38378804	lncRNA
17	TSPOAP1-AS1	46.31	100506779	58324472	58415766	lncRNA
HSCHR5_3_CTG1	LINC01511	48.86	100506791	133942	150427	lncRNA
5	LINC01511	50.21	100506791	1353896	1380107	lncRNA
1	ECE1-AS1	51.31	100506801	21293290	21299874	lncRNA
1	LINC01132	51.03	100506810	234724042	234736720	lncRNA
3	MYLK-AS1	44.24	100506826	123585143	123644568	lncRNA
9	GAS1RR	39.44	100506834	86948629	87002033	lncRNA
2	TTN-AS1	37.97	100506866	178521183	178779963	lncRNA
HG2280_PATCH	LINC00933	44.24	100506874	1062495	1072021	lncRNA
15	LINC00933	44.24	100506874	84570649	84580175	lncRNA
7	MKLN1-AS	41.94	100506881	131309469	131328312	lncRNA
9	DAPK1-IT1	43.44	100506897	87553454	87554459	lncRNA
1	CHRM3-AS2	37.50	100506915	239703381	239770130	lncRNA
19	LINC00665	57.55	100506930	36259540	36331770	lncRNA
1	ELOA-AS1	46.31	100506963	23706901	23778325	lncRNA
3	PTPRG-AS1	38.25	100506994	62221249	62369406	lncRNA
3	TMCC1-DT	44.12	100507032	129893811	129918578	lncRNA
10	PITRM1-AS1	45.53	100507034	3141632	3167972	lncRNA
14	TUNAR	47.14	100507043	95866587	95925663	protein_coding
4		38.91	100507053	99088805	99301356	lncRNA
12	LRCOL1	57.10	100507055	132603150	132610582	protein_coding
3	PSMD6-AS2	38.82	100507062	64004022	64012148	lncRNA
13	TEX26-AS1	43.70	100507064	30881933	30933846	lncRNA
8	PIWIL2-DT	44.77	100507071	22254576	22275162	lncRNA
12	PITPNM2-AS1	53.26	100507091	123081384	123084744	lncRNA
8	ASAP1-IT2	45.00	100507117	130082738	130084768	lncRNA
15	PRC1-AS1	44.84	100507118	90966340	90988625	lncRNA
10	LINC00707	40.63	100507127	6779549	6842906	lncRNA
11	CD44-DT	41.62	100507144	35132655	35138951	lncRNA
8	LOXL2-AS1	49.41	100507156	23336171	23366125	lncRNA
2	BOLA3-DT	45.49	100507171	74148007	74151952	lncRNA
6	LINC01012	42.75	100507173	27694026	27713706	lncRNA
1	SLFNL1-AS1	49.97	100507178	41014590	41043890	lncRNA
12	LINC00943	43.96	100507206	126723412	126749027	lncRNA
17	SNHG16	48.09	100507246	76557727	76670985	lncRNA
12	NUP107-DT	42.44	100507250	68674371	68687755	lncRNA
4	STX18-AS1	46.00	100507266	4542131	4787359	lncRNA
11	MSANTD2-AS1	43.44	100507283	124800424	124834487	lncRNA
19	ZNF865	57.91	100507290	55605647	55617269	protein_coding
3	COPB2-DT	42.32	100507291	139389761	139782699	lncRNA
11	ALKBH3-AS1	40.54	100507300	43909289	43920944	lncRNA
8	MINCR	49.94	100507316	143280152	143281705	lncRNA
10	ZSWIM8-AS1	56.14	100507331	73796514	73801399	lncRNA
6		43.64	100507336	3585101	3720081	lncRNA
8	SMIM18	36.33	100507341	30638580	30646064	protein_coding
10	VIM-AS1	43.71	100507347	17214239	17230018	lncRNA
HG109_PATCH	ADGRL1-AS1	55.97	100507373	349305	383426	lncRNA
19	ADGRL1-AS1	55.97	100507373	14137146	14171267	lncRNA
4	PARM1-AS1	38.00	100507388	74955974	74970362	lncRNA
11	SENCR	59.77	100507392	128691664	128696023	lncRNA
8		50.06	100507403	37326575	37331991	lncRNA
X	TMLHE-AS1	37.92	100507404	155466540	155611616	lncRNA
8	LINC01605	50.45	100507420	37516399	37521447	lncRNA
7	TMEM178B	43.29	100507421	141074064	141480380	protein_coding
1	MKNK1-AS1	52.46	100507423	46538611	46570255	lncRNA
19	ZNF571-AS1	41.03	100507433	37548914	37587348	lncRNA
HSCHR6_MHC_MANN_CTG1	MICA	50.15	100507436	2708377	2724826	protein_coding
HSCHR6_MHC_COX_CTG1	MICA	50.10	100507436	2880151	2896610	protein_coding
HSCHR6_MHC_QBL_CTG1	MICA	50.03	100507436	2655411	2671966	protein_coding
HSCHR6_MHC_SSTO_CTG1	MICA	50.12	100507436	2702061	2718516	protein_coding
6	MICA	50.38	100507436	31399784	31415315	protein_coding
14	MTA1-DT	59.49	100507437	105416884	105419739	lncRNA
20	NRSN2-AS1	51.60	100507459	316860	348490	lncRNA
6	CCDC28A-AS1	41.79	100507462	138725211	138773652	lncRNA
HSCHR6_MHC_COX_CTG1	PSMB8-AS1	52.24	100507463	4256285	4258694	lncRNA
HSCHR6_MHC_MANN_CTG1	PSMB8-AS1	52.24	100507463	4263439	4265848	lncRNA
HSCHR6_MHC_DBB_CTG1	PSMB8-AS1	52.24	100507463	4087656	4090065	lncRNA
HSCHR6_MHC_APD_CTG1	PSMB8-AS1	52.24	100507463	4148951	4151360	lncRNA
HSCHR6_MHC_QBL_CTG1	PSMB8-AS1	52.24	100507463	4038374	4040783	lncRNA
HSCHR6_MHC_MCF_CTG1	PSMB8-AS1	51.84	100507463	4143155	4145564	lncRNA
HSCHR6_MHC_SSTO_CTG1	PSMB8-AS1	52.24	100507463	4243338	4245747	lncRNA
6	PSMB8-AS1	52.21	100507463	32844078	32846500	lncRNA
7	CT66	41.17	100507468	69594793	69597493	lncRNA
4	LINC02615	40.23	100507487	128292751	128519398	lncRNA
20	SDCBP2-AS1	43.98	100507495	1325400	1378735	lncRNA
6	ECI2-DT	39.19	100507506	4136072	4157385	lncRNA
9	LINC01504	40.57	100507540	72305367	72356721	lncRNA
HSCHR6_MHC_DBB_CTG1	PRRT1	58.63	100507547	3389722	3395738	protein_coding
HSCHR6_MHC_COX_CTG1	PRRT1	58.62	100507547	3586696	3592712	protein_coding
HSCHR6_MHC_MANN_CTG1	PRRT1	58.60	100507547	3453360	3459374	protein_coding
HSCHR6_MHC_APD_CTG1	PRRT1	58.63	100507547	3480957	3486972	protein_coding
HSCHR6_MHC_QBL_CTG1	PRRT1	58.60	100507547	3371556	3377567	protein_coding
HSCHR6_MHC_MCF_CTG1	PRRT1	58.60	100507547	3490374	3496388	protein_coding
HSCHR6_MHC_SSTO_CTG1	PRRT1	58.62	100507547	3464563	3470577	protein_coding
6		56.52	100507547	32152802	32154365	lncRNA
6	PRRT1	58.65	100507547	32148359	32153083	protein_coding
19	PGLS-DT	52.93	100507551	17488990	17511889	lncRNA
1	MAGOH-DT	42.56	100507564	53238550	53246482	lncRNA
19	RAB11B-AS1	48.55	100507567	8374372	8390685	lncRNA
3	BHLHE40-AS1	40.80	100507582	4896806	4980414	lncRNA
19	TGFBR3L	64.71	100507588	7914830	7919097	protein_coding
22	TFIP11-DT	43.13	100507599	26512503	26514568	lncRNA
2	LCT-AS1	45.63	100507600	135820191	135823087	lncRNA
5	TRIM52-AS1	49.11	100507602	181261169	181272307	lncRNA
16	NPIPB9	45.96	100507607	28751787	28772864	protein_coding
13	LINC00402	39.47	100507612	74231401	74259976	lncRNA
8	LINC00968	41.68	100507632	56494309	56559823	lncRNA
10	TNKS2-DT	38.46	100507633	91782835	91798309	lncRNA
4	LINC02432	38.71	100507639	141302910	141357096	lncRNA
HG1309_PATCH	LINC03014	51.41	100507642	125237	131153	lncRNA
7	LINC03014	51.41	100507642	149549	155465	lncRNA
HSCHR7_1_CTG1	LINC03014	51.17	100507642	105402	111270	lncRNA
HSCHR7_2_CTG1	LINC03014	51.20	100507642	141918	147786	lncRNA
14	RNF212B	41.14	100507650	23185316	23273477	protein_coding
3	LINC02082	35.02	100507661	168902194	168924590	lncRNA
HG2288_HG2289_PATCH	C13orf46	55.33	100507747	16730	37102	protein_coding
13	C13orf46	55.32	100507747	113953705	113974076	protein_coding
13	CPB2-AS1	39.30	100509894	46052497	46161379	lncRNA
3	SMC4	36.23	10051	160399274	160434954	protein_coding
2	LY75-CD302	38.37	100526664	159771851	159904710	protein_coding
3	ARPC4-TTLL3	49.96	100526693	9793082	9835401	protein_coding
9	MSANTD3-TMEFF1	39.88	100526694	100442271	100577636	protein_coding
11	RBM14-RBM4	47.43	100526737	66616626	66646469	protein_coding
1	CENPS-CORT	47.92	100526739	10430102	10452153	protein_coding
7	ATP5MF-PTCD1	53.36	100526740	99419749	99466197	protein_coding
3	ABHD14A-ACY1	55.64	100526760	51974706	51989183	protein_coding
13	CCDC169-SOHLH2	38.13	100526761	36168794	36297842	protein_coding
2	RNF103-CHMP3	40.01	100526767	86505668	86721122	protein_coding
11	SMIM35	47.18	100526771	118003634	118088299	protein_coding
3	STIMATE-MUSTN1	48.77	100526772	52833121	52897562	protein_coding
15	ARPIN-AP3S2	45.41	100526783	89834308	89912882	protein_coding
2	NT5C1B-RDH14	38.33	100526794	18555545	18589564	protein_coding
6	CAHM	60.89	100526820	163413061	163413960	lncRNA
16	SLX1A-SULT1A3	56.85	100526830	30193892	30204310	lncRNA
16	SLX1B-SULT1A4	56.18	100526831	29455105	29464963	lncRNA
2	KLHL23	42.29	100526832	169694488	169776989	protein_coding
1	FPGT-TNNI3K	36.52	100526835	74198235	74544393	protein_coding
18	RPL17-C18orf32	43.63	100526842	49481681	49492479	protein_coding
20	TGIF2-RAB5IF	49.63	100527943	36574553	36612384	protein_coding
7	GIMAP1-GIMAP5	42.98	100527949	150716668	150743646	protein_coding
1	PMF1-BGLAP	50.18	100527963	156212982	156243332	protein_coding
1	ACBD6	37.67	100527964	180269653	180502954	protein_coding
1	TLCD4-RWDD3	39.33	100527978	95117923	95247225	protein_coding
15	ST20-MTHFS	40.68	100528021	79845150	79923754	protein_coding
12	POC1B-GALNT4	44.97	100528030	89519408	89526262	protein_coding
12	KLRK1	34.92	100528032	10372353	10391874	protein_coding
X	ARMCX5-GPRASP2	43.38	100528062	102712495	102753530	protein_coding
X	GPRASP2	50.60	100528062	102712445	102717733	protein_coding
HG1_PATCH	NEDD8-MDP1	44.50	100528064	514933	533330	protein_coding
14	NEDD8-MDP1	44.50	100528064	24213955	24232352	protein_coding
14	BCL2L2-PABPN1	46.77	100529063	23306833	23326175	protein_coding
X	RPL36A-HNRNPH2	42.41	100529097	101391011	101412297	protein_coding
HSCHR16_3_CTG1	CORO7-PAM16	57.50	100529144	40615	122817	protein_coding
16	CORO7-PAM16	57.43	100529144	4340251	4420494	protein_coding
17	TEN1-CDK3	50.97	100529145	75979231	76005999	protein_coding
19	ZNF559-ZNF177	40.32	100529215	9324174	9382617	protein_coding
19	ZNF177	38.89	100529215	9363013	9382617	protein_coding
6	RPS10-NUDT3	43.33	100529239	34284887	34426071	protein_coding
19	ZNF816-ZNF321P	45.66	100529240	52928475	52962823	protein_coding
2	HSPE1-MOB4	41.28	100529241	197500413	197550726	protein_coding
16	CKLF-CMTM1	42.55	100529251	66552587	66579135	protein_coding
14	SYNJ2BP-COX16	39.53	100529257	70326064	70417074	protein_coding
14	CHURC1-FNTB	44.95	100529261	64914485	65061803	protein_coding
14	FNTB	43.81	100529261	64986895	65062652	protein_coding
19	AP1M2	51.96	10053	10572671	10587315	protein_coding
11	NDUFC2-KCTD14	47.83	100532726	78016971	78079865	protein_coding
10	COMMD3-BMI1	44.07	100532731	22316388	22329542	protein_coding
1	NBL1	47.57	100532736	19596979	19658456	protein_coding
8	C8orf44-SGK3	40.75	100533105	66667596	66860472	protein_coding
8	ZHX1-C8orf76	40.57	100533106	123226189	123274284	protein_coding
HSCHR17_13_CTG4	KRTAP29-1	52.14	100533177	241706	242731	protein_coding
HSCHR17_6_CTG4	KRTAP29-1	52.05	100533177	4259	5284	protein_coding
HSCHR17_5_CTG4	KRTAP29-1	52.05	100533177	4259	5284	protein_coding
17	KRTAP29-1	52.05	100533177	41301826	41302851	protein_coding
11	FXYD6-FXYD2	49.89	100533181	117820163	117876667	protein_coding
4	SEC24B-AS1	40.71	100533182	109347475	109433817	lncRNA
12	RFLNA	47.18	100533183	123973241	124316024	protein_coding
13	BIVM-ERCC5	40.01	100533467	102799110	102875994	protein_coding
15	DNAAF4-CCPG1	41.93	100533483	55355248	55498360	lncRNA
17	TVP23C-CDRT4	44.17	100533496	15436021	15563561	protein_coding
7	RBAK-RBAKDN	44.72	100533952	4983718	5073221	protein_coding
1	SCNM1	48.32	100534012	151156664	151170296	protein_coding
7	URGCP-MRPS24	46.53	100534592	43866558	43906589	protein_coding
3	ISY1-RAB43	48.20	100534599	129087575	129161036	protein_coding
19	UBA2	42.17	10054	34428352	34471251	protein_coding
19	SAE1	47.18	10055	47113274	47210636	protein_coding
2	FARSB	38.07	10056	222566899	222656092	protein_coding
